Name,Libraries
testSetStarting,"org/mockito/internal/listeners/VerificationStartedNotifier, org/junit/internal/Throwables, org/slf4j/spi/SLF4JServiceProvider, org/apache/maven/surefire/common/junit4/JUnit4ProviderUtil, org/apache/maven/surefire/report/ClassMethodIndexer, org/mockito/internal/util/Primitives, net/bytebuddy/description/method/MethodDescription, org/mockito/internal/invocation/MatchersBinder, org/mockito/internal/invocation/InterceptedInvocation, org/mockito/internal/invocation/TypeSafeMatching, org/mockito/internal/invocation/ArgumentsProcessor, java/util/concurrent/atomic/AtomicInteger, net/jadler/stubbing/server/StubHttpServerManager, net/bytebuddy/utility/CompoundList, org/mockito/internal/invocation/mockref/MockWeakReference, org/mockito/stubbing/OngoingStubbing, org/mockito/internal/invocation/MatcherApplicationStrategy, java/io/OutputStream, org/mockito/internal/creation/bytebuddy/InlineDelegateByteBuddyMockMaker, org/apache/maven/surefire/api/report/ReportEntry, org/mockito/internal/invocation/mockref/MockReference, java/nio/channels/WritableByteChannel, org/apache/maven/surefire/booter/stream/EventEncoder, org/mockito/internal/util/DefaultMockingDetails, org/mockito/internal/handler/InvocationNotifierHandler, org/mockito/invocation/MatchableInvocation, org/apache/maven/surefire/api/report/SafeThrowable, org/slf4j/LoggerFactory, java/io/StringWriter, org/apache/maven/surefire/api/util/internal/WritableBufferedByteChannel, org/apache/maven/surefire/api/util/CloseableIterator, org/junit/runners/model/RunnerScheduler, org/mockito/internal/progress/ArgumentMatcherStorage, net/jadler/exception/JadlerException, org/slf4j/Logger, java/util/concurrent/atomic/AtomicBoolean, org/mockito/internal/util/reflection/GenericMetadataSupport, org/mockito/internal/verification/checkers/MissingInvocationChecker, java/util/Deque, org/apache/maven/surefire/api/util/internal/ImmutableMap, org/mockito/internal/stubbing/answers/DefaultAnswerValidator, org/apache/commons/collections/map/AbstractMapDecorator, org/hamcrest/Description, net/jadler/KeyValues, java/util/Arrays, java/util/List, org/mockito/Mockito, org/mockito/invocation/Invocation, org/hamcrest/BaseMatcher, org/apache/maven/surefire/common/junit4/JUnit4StackTraceWriter, org/mockito/internal/configuration/GlobalConfiguration, org/mockito/verification/VerificationStrategy, java/util/stream/Collectors, java/util/Objects, org/mockito/internal/util/concurrent/DetachedThreadLocal, org/mockito/internal/stubbing/InvocationContainerImpl, org/mockito/internal/creation/DelegatingMethod, net/bytebuddy/description/method/ParameterDescription, org/mockito/internal/stubbing/BaseStubbing, org/mockito/internal/invocation/StubInfoImpl, org/apache/maven/surefire/api/report/StackTraceWriter, org/junit/runners/model/TestClass, org/junit/runner/notification/RunListener, org/mockito/internal/creation/bytebuddy/MockFeatures, java/util/AbstractList, java/util/concurrent/locks/Lock, net/jadler/JadlerMocker, net/bytebuddy/description/TypeVariableSource, org/apache/maven/surefire/booter/spi/EventChannelEncoder, org/mockito/internal/util/ObjectMethodsGuru, java/util/Queue, org/mockito/invocation/InvocationOnMock, org/apache/maven/surefire/common/junit4/JUnit4RunListener, net/jadler/stubbing/server/StubHttpServer, org/apache/commons/collections/map/MultiValueMap, java/util/HashMap, org/mockito/internal/invocation/MockitoMethod, org/hamcrest/core/IsNull, org/apache/maven/surefire/api/report/SimpleReportEntry, org/mockito/internal/verification/RegisteredInvocations, org/apache/maven/surefire/api/report/TestReportListener, java/util/concurrent/locks/ReadWriteLock, org/junit/runner/notification/SynchronizedRunListener, org/apache/commons/lang/StringUtils, java/util/concurrent/ConcurrentMap, org/junit/Test, org/mockito/internal/creation/bytebuddy/MockMethodAdvice, org/mockito/internal/util/Checks, org/junit/internal/runners/model/ReflectiveCallable, org/hamcrest/core/Is, org/apache/commons/collections/Factory, org/apache/maven/surefire/api/report/RunListener, java/util/LinkedList, java/util/Collection, org/mockito/internal/matchers/InstanceOf, net/jadler/mocking/Verifying, org/mockito/internal/creation/bytebuddy/ByteBuddyCrossClassLoaderSerializationSupport, org/mockito/internal/util/MockCreationValidator, org/junit/runner/notification/Failure, org/mockito/internal/util/MockNameImpl, org/mockito/ArgumentMatchers, java/util/AbstractMap, net/bytebuddy/TypeCache, org/mockito/internal/listeners/StubbingLookupNotifier, org/mockito/internal/exceptions/stacktrace/StackTraceFilter, net/jadler/Request, org/mockito/internal/creation/bytebuddy/MockMethodInterceptor, org/mockito/verification/VerificationMode, org/mockito/internal/verification/VerificationModeFactory, net/bytebuddy/description/modifier/Visibility, org/mockito/internal/invocation/InvocationMatcher, java/util/LinkedHashMap, org/apache/commons/collections/MultiMap, org/junit/Assert, org/mockito/internal/stubbing/StubbedInvocationMatcher, org/mockito/internal/creation/SuspendMethod, org/mockito/internal/util/KotlinInlineClassUtil, java/nio/ByteBuffer, org/mockito/internal/verification/checkers/NumberOfInvocationsChecker, org/apache/maven/surefire/api/booter/ForkedProcessEventType, org/mockito/internal/creation/bytebuddy/MockAccess, org/mockito/internal/runners/DefaultInternalRunner, java/util/ArrayList, org/mockito/internal/verification/VerificationDataImpl, org/junit/runner/Result, org/junit/internal/runners/statements/ExpectException, net/bytebuddy/description/method/ParameterList, net/jadler/stubbing/Stubbing, org/apache/maven/surefire/api/util/internal/AbstractNoninterruptibleWritableChannel, org/mockito/mock/MockCreationSettings, net/jadler/stubbing/StubbingFactory, java/util/function/Predicate, net/bytebuddy/matcher/VisibilityMatcher, org/apache/maven/surefire/api/report/RunMode, org/mockito/internal/verification/NoMoreInteractions, org/mockito/stubbing/Stubber, java/io/ByteArrayOutputStream, org/mockito/internal/util/MockUtil, org/apache/maven/surefire/api/report/TestSetReportEntry, org/mockito/exceptions/stacktrace/StackTraceCleaner, org/mockito/internal/stubbing/ConsecutiveStubbing, org/apache/maven/surefire/api/util/internal/ObjectUtils, org/mockito/mock/MockName, org/hamcrest/Matchers, org/apache/maven/surefire/api/util/TestsToRun, org/mockito/internal/progress/ThreadSafeMockingProgress, org/mockito/internal/stubbing/answers/Returns, net/bytebuddy/dynamic/scaffold/MethodGraph, net/jadler/JadlerMockerTest, org/mockito/internal/creation/bytebuddy/ConstructionCallback, org/mockito/internal/matchers/LocalizedMatcher, org/apache/maven/surefire/api/stream/AbstractStreamEncoder, org/mockito/internal/verification/VerificationEventImpl, org/mockito/internal/creation/bytebuddy/TypeCachingBytecodeGenerator, org/junit/internal/runners/model/EachTestNotifier, org/junit/internal/runners/statements/InvokeMethod, net/bytebuddy/matcher/MethodSortMatcher, net/bytebuddy/matcher/ElementMatcher, org/apache/maven/surefire/report/SmartStackTraceParser, org/mockito/internal/verification/MockAwareVerificationMode, java/util/Iterator, org/mockito/internal/stubbing/answers/InvocationInfo, org/mockito/internal/progress/MockingProgressImpl, org/mockito/stubbing/ValidableAnswer, org/hamcrest/Matcher, net/bytebuddy/utility/Invoker, org/mockito/internal/creation/settings/CreationSettings, java/util/concurrent/ConcurrentLinkedQueue, java/util/stream/Stream, org/mockito/stubbing/Answer, java/io/PrintWriter, org/mockito/plugins/MockMaker, org/mockito/internal/configuration/plugins/PluginRegistry, java/util/Map, java/util/LinkedHashSet, org/mockito/internal/debugging/LocationImpl, org/junit/runners/RuleContainer, java/nio/charset/CharsetEncoder, org/mockito/internal/invocation/DefaultInvocationFactory, org/mockito/mock/SerializableMode, org/apache/commons/lang/Validate, org/apache/maven/surefire/api/util/internal/ClassMethod, net/bytebuddy/description/ModifierReviewable, java/util/concurrent/locks/ReentrantLock, org/mockito/internal/invocation/InvocationsFinder, org/junit/runner/notification/RunNotifier, org/mockito/internal/progress/ArgumentMatcherStorageImpl, org/mockito/internal/matchers/Equals, org/mockito/internal/matchers/Equality, java/nio/charset/Charset, org/mockito/internal/handler/MockHandlerImpl, org/mockito/internal/creation/bytebuddy/BytecodeGenerator, java/util/concurrent/atomic/AtomicLong, org/mockito/internal/verification/api/VerificationData, org/mockito/internal/util/reflection/InstrumentationMemberAccessor, org/mockito/internal/exceptions/stacktrace/ConditionalStackTraceFilter, org/mockito/internal/configuration/plugins/Plugins, net/bytebuddy/matcher/ElementMatchers, org/apache/maven/surefire/api/util/internal/TestClassMethodNameUtils, org/apache/maven/surefire/api/booter/MasterProcessChannelEncoder, org/mockito/internal/handler/NullResultGuardian, java/nio/CharBuffer, java/util/concurrent/CopyOnWriteArrayList, net/bytebuddy/description/ByteCodeElement, java/util/HashSet, org/junit/runners/model/FrameworkMethod, org/junit/runners/BlockJUnit4ClassRunner, org/mockito/invocation/MockHandler, org/mockito/internal/handler/MockHandlerFactory, org/apache/maven/surefire/junit4/JUnit4Provider, java/util/Stack, org/mockito/internal/stubbing/StubberImpl, org/mockito/internal/invocation/InvocationMarker, org/mockito/plugins/MemberAccessor, org/mockito/MockingDetails, org/mockito/internal/stubbing/DoAnswerStyleStubbing, net/jadler/stubbing/HttpStub, org/hamcrest/MatcherAssert, org/mockito/internal/verification/Times, org/mockito/configuration/IMockitoConfiguration, org/mockito/ArgumentMatcher, org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues, java/nio/Buffer, net/jadler/stubbing/StubResponse, org/mockito/internal/creation/MockSettingsImpl, java/util/Set, java/net/URI, org/mockito/internal/progress/MockingProgress, net/bytebuddy/description/method/MethodList, org/mockito/internal/stubbing/OngoingStubbingImpl, java/util/Collections, net/bytebuddy/matcher/FilterableList, org/mockito/internal/verification/DefaultRegisteredInvocations, org/mockito/internal/progress/SequenceNumber, org/junit/runners/ParentRunner, org/apache/maven/surefire/common/junit4/Notifier, net/bytebuddy/utility/dispatcher/JavaDispatcher, org/junit/runner/Description, net/bytebuddy/description/type/TypeDescription, net/bytebuddy/utility/GraalImageCode, java/util/IdentityHashMap, net/bytebuddy/description/type/TypeList, org/mockito/internal/MockitoCore, org/mockito/internal/stubbing/answers/ThrowsException, org/mockito/internal/exceptions/stacktrace/DefaultStackTraceCleaner, org/mockito/internal/stubbing/answers/AbstractThrowsException, org/mockito/internal/util/concurrent/WeakConcurrentMap, org/hamcrest/core/AllOf, org/hamcrest/core/IsNot, org/hamcrest/core/IsEqual, org/mockito/internal/invocation/ArgumentMatcherAction, org/junit/runners/model/Statement, org/mockito/internal/debugging/Localized, org/apache/maven/surefire/shared/utils/StringUtils, org/hamcrest/DiagnosingMatcher, net/bytebuddy/description/type/TypeDefinition, net/jadler/AbstractRequestMatching"
testSetCompleted,"org/mockito/internal/listeners/VerificationStartedNotifier, org/junit/internal/Throwables, org/slf4j/spi/SLF4JServiceProvider, org/apache/maven/surefire/common/junit4/JUnit4ProviderUtil, org/apache/maven/surefire/report/ClassMethodIndexer, org/mockito/internal/util/Primitives, net/bytebuddy/description/method/MethodDescription, org/mockito/internal/invocation/MatchersBinder, org/mockito/internal/invocation/InterceptedInvocation, org/mockito/internal/invocation/TypeSafeMatching, org/mockito/internal/invocation/ArgumentsProcessor, java/util/concurrent/atomic/AtomicInteger, net/jadler/stubbing/server/StubHttpServerManager, net/bytebuddy/utility/CompoundList, org/mockito/internal/invocation/mockref/MockWeakReference, org/mockito/stubbing/OngoingStubbing, org/mockito/internal/invocation/MatcherApplicationStrategy, java/io/OutputStream, org/mockito/internal/creation/bytebuddy/InlineDelegateByteBuddyMockMaker, org/apache/maven/surefire/api/report/ReportEntry, org/mockito/internal/invocation/mockref/MockReference, java/nio/channels/WritableByteChannel, org/apache/maven/surefire/booter/stream/EventEncoder, org/mockito/internal/util/DefaultMockingDetails, org/mockito/internal/handler/InvocationNotifierHandler, org/mockito/invocation/MatchableInvocation, org/apache/maven/surefire/api/report/SafeThrowable, org/slf4j/LoggerFactory, java/io/StringWriter, org/apache/maven/surefire/api/util/internal/WritableBufferedByteChannel, org/junit/runners/model/RunnerScheduler, org/mockito/internal/progress/ArgumentMatcherStorage, net/jadler/exception/JadlerException, org/slf4j/Logger, java/util/concurrent/atomic/AtomicBoolean, org/mockito/internal/util/reflection/GenericMetadataSupport, org/mockito/internal/verification/checkers/MissingInvocationChecker, java/util/Deque, org/apache/maven/surefire/api/util/internal/ImmutableMap, org/mockito/internal/stubbing/answers/DefaultAnswerValidator, org/apache/commons/collections/map/AbstractMapDecorator, org/hamcrest/Description, net/jadler/KeyValues, java/util/Arrays, java/util/List, org/mockito/Mockito, org/mockito/invocation/Invocation, org/hamcrest/BaseMatcher, org/apache/maven/surefire/common/junit4/JUnit4StackTraceWriter, org/mockito/internal/configuration/GlobalConfiguration, org/mockito/verification/VerificationStrategy, java/util/stream/Collectors, java/util/Objects, org/mockito/internal/util/concurrent/DetachedThreadLocal, org/mockito/internal/stubbing/InvocationContainerImpl, org/mockito/internal/creation/DelegatingMethod, net/bytebuddy/description/method/ParameterDescription, org/mockito/internal/stubbing/BaseStubbing, org/mockito/internal/invocation/StubInfoImpl, org/apache/maven/surefire/api/report/StackTraceWriter, org/junit/runners/model/TestClass, org/junit/runner/notification/RunListener, org/mockito/internal/creation/bytebuddy/MockFeatures, java/util/AbstractList, java/util/concurrent/locks/Lock, net/jadler/JadlerMocker, net/bytebuddy/description/TypeVariableSource, org/apache/maven/surefire/booter/spi/EventChannelEncoder, org/mockito/internal/util/ObjectMethodsGuru, java/util/Queue, org/mockito/invocation/InvocationOnMock, org/apache/maven/surefire/common/junit4/JUnit4RunListener, net/jadler/stubbing/server/StubHttpServer, org/apache/commons/collections/map/MultiValueMap, java/util/HashMap, org/mockito/internal/invocation/MockitoMethod, org/hamcrest/core/IsNull, org/apache/maven/surefire/api/report/SimpleReportEntry, org/mockito/internal/verification/RegisteredInvocations, org/apache/maven/surefire/api/report/TestReportListener, java/util/concurrent/locks/ReadWriteLock, org/junit/runner/notification/SynchronizedRunListener, org/apache/commons/lang/StringUtils, java/util/concurrent/ConcurrentMap, org/junit/Test, org/mockito/internal/creation/bytebuddy/MockMethodAdvice, org/mockito/internal/util/Checks, org/junit/internal/runners/model/ReflectiveCallable, org/hamcrest/core/Is, org/apache/commons/collections/Factory, org/apache/maven/surefire/api/report/RunListener, java/util/LinkedList, java/util/Collection, org/mockito/internal/matchers/InstanceOf, net/jadler/mocking/Verifying, org/mockito/internal/creation/bytebuddy/ByteBuddyCrossClassLoaderSerializationSupport, org/mockito/internal/util/MockCreationValidator, org/junit/runner/notification/Failure, org/mockito/internal/util/MockNameImpl, org/mockito/ArgumentMatchers, java/util/AbstractMap, net/bytebuddy/TypeCache, org/mockito/internal/listeners/StubbingLookupNotifier, org/mockito/internal/exceptions/stacktrace/StackTraceFilter, net/jadler/Request, org/mockito/internal/creation/bytebuddy/MockMethodInterceptor, org/mockito/verification/VerificationMode, org/mockito/internal/verification/VerificationModeFactory, net/bytebuddy/description/modifier/Visibility, org/mockito/internal/invocation/InvocationMatcher, java/util/LinkedHashMap, org/apache/commons/collections/MultiMap, org/junit/Assert, org/mockito/internal/stubbing/StubbedInvocationMatcher, org/mockito/internal/creation/SuspendMethod, org/mockito/internal/util/KotlinInlineClassUtil, java/nio/ByteBuffer, org/mockito/internal/verification/checkers/NumberOfInvocationsChecker, org/apache/maven/surefire/api/booter/ForkedProcessEventType, org/mockito/internal/creation/bytebuddy/MockAccess, org/mockito/internal/runners/DefaultInternalRunner, java/util/ArrayList, org/mockito/internal/verification/VerificationDataImpl, org/junit/runner/Result, org/junit/internal/runners/statements/ExpectException, net/bytebuddy/description/method/ParameterList, net/jadler/stubbing/Stubbing, org/apache/maven/surefire/api/util/internal/AbstractNoninterruptibleWritableChannel, org/mockito/mock/MockCreationSettings, net/jadler/stubbing/StubbingFactory, java/util/function/Predicate, net/bytebuddy/matcher/VisibilityMatcher, org/apache/maven/surefire/api/report/RunMode, org/mockito/internal/verification/NoMoreInteractions, org/mockito/stubbing/Stubber, java/io/ByteArrayOutputStream, org/mockito/internal/util/MockUtil, org/apache/maven/surefire/api/report/TestSetReportEntry, org/mockito/exceptions/stacktrace/StackTraceCleaner, org/mockito/internal/stubbing/ConsecutiveStubbing, org/mockito/mock/MockName, org/hamcrest/Matchers, org/mockito/internal/stubbing/answers/Returns, org/mockito/internal/progress/ThreadSafeMockingProgress, net/bytebuddy/dynamic/scaffold/MethodGraph, net/jadler/JadlerMockerTest, org/mockito/internal/creation/bytebuddy/ConstructionCallback, org/mockito/internal/matchers/LocalizedMatcher, org/apache/maven/surefire/api/stream/AbstractStreamEncoder, org/mockito/internal/verification/VerificationEventImpl, org/mockito/internal/creation/bytebuddy/TypeCachingBytecodeGenerator, org/junit/internal/runners/model/EachTestNotifier, org/junit/internal/runners/statements/InvokeMethod, net/bytebuddy/matcher/MethodSortMatcher, net/bytebuddy/matcher/ElementMatcher, org/apache/maven/surefire/report/SmartStackTraceParser, org/mockito/internal/verification/MockAwareVerificationMode, java/util/Iterator, org/mockito/internal/stubbing/answers/InvocationInfo, org/mockito/internal/progress/MockingProgressImpl, org/mockito/stubbing/ValidableAnswer, org/hamcrest/Matcher, net/bytebuddy/utility/Invoker, org/mockito/internal/creation/settings/CreationSettings, java/util/concurrent/ConcurrentLinkedQueue, java/util/stream/Stream, org/mockito/stubbing/Answer, java/io/PrintWriter, org/mockito/plugins/MockMaker, org/mockito/internal/configuration/plugins/PluginRegistry, java/util/Map, java/util/LinkedHashSet, org/mockito/internal/debugging/LocationImpl, org/junit/runners/RuleContainer, java/nio/charset/CharsetEncoder, org/mockito/internal/invocation/DefaultInvocationFactory, org/mockito/mock/SerializableMode, org/apache/commons/lang/Validate, org/apache/maven/surefire/api/util/internal/ClassMethod, net/bytebuddy/description/ModifierReviewable, java/util/concurrent/locks/ReentrantLock, org/mockito/internal/invocation/InvocationsFinder, org/junit/runner/notification/RunNotifier, org/mockito/internal/progress/ArgumentMatcherStorageImpl, org/mockito/internal/matchers/Equals, org/mockito/internal/matchers/Equality, java/nio/charset/Charset, org/mockito/internal/handler/MockHandlerImpl, org/mockito/internal/creation/bytebuddy/BytecodeGenerator, java/util/concurrent/atomic/AtomicLong, org/mockito/internal/verification/api/VerificationData, org/mockito/internal/util/reflection/InstrumentationMemberAccessor, org/mockito/internal/exceptions/stacktrace/ConditionalStackTraceFilter, org/mockito/internal/configuration/plugins/Plugins, net/bytebuddy/matcher/ElementMatchers, org/apache/maven/surefire/api/util/internal/TestClassMethodNameUtils, org/apache/maven/surefire/api/booter/MasterProcessChannelEncoder, org/mockito/internal/handler/NullResultGuardian, java/nio/CharBuffer, java/util/concurrent/CopyOnWriteArrayList, net/bytebuddy/description/ByteCodeElement, java/util/HashSet, org/junit/runners/model/FrameworkMethod, org/junit/runners/BlockJUnit4ClassRunner, org/mockito/invocation/MockHandler, org/mockito/internal/handler/MockHandlerFactory, org/apache/maven/surefire/junit4/JUnit4Provider, java/util/Stack, org/mockito/internal/stubbing/StubberImpl, org/mockito/internal/invocation/InvocationMarker, org/mockito/plugins/MemberAccessor, org/mockito/MockingDetails, org/mockito/internal/stubbing/DoAnswerStyleStubbing, net/jadler/stubbing/HttpStub, org/hamcrest/MatcherAssert, org/mockito/internal/verification/Times, org/mockito/configuration/IMockitoConfiguration, org/mockito/ArgumentMatcher, org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues, java/nio/Buffer, net/jadler/stubbing/StubResponse, org/mockito/internal/creation/MockSettingsImpl, java/util/Set, java/net/URI, org/mockito/internal/progress/MockingProgress, net/bytebuddy/description/method/MethodList, org/mockito/internal/stubbing/OngoingStubbingImpl, java/util/Collections, net/bytebuddy/matcher/FilterableList, org/mockito/internal/verification/DefaultRegisteredInvocations, org/mockito/internal/progress/SequenceNumber, org/junit/runners/ParentRunner, org/apache/maven/surefire/common/junit4/Notifier, net/bytebuddy/utility/dispatcher/JavaDispatcher, org/junit/runner/Description, net/bytebuddy/description/type/TypeDescription, net/bytebuddy/utility/GraalImageCode, java/util/IdentityHashMap, net/bytebuddy/description/type/TypeList, org/mockito/internal/MockitoCore, org/mockito/internal/stubbing/answers/ThrowsException, org/mockito/internal/exceptions/stacktrace/DefaultStackTraceCleaner, org/mockito/internal/stubbing/answers/AbstractThrowsException, org/mockito/internal/util/concurrent/WeakConcurrentMap, org/hamcrest/core/AllOf, org/hamcrest/core/IsNot, org/hamcrest/core/IsEqual, org/mockito/internal/invocation/ArgumentMatcherAction, org/junit/runners/model/Statement, org/mockito/internal/debugging/Localized, org/apache/maven/surefire/shared/utils/StringUtils, org/hamcrest/DiagnosingMatcher, net/bytebuddy/description/type/TypeDefinition, net/jadler/AbstractRequestMatching"
testStarting,"org/apache/maven/surefire/common/junit4/JUnit4ProviderUtil, org/apache/maven/surefire/report/ClassMethodIndexer, org/mockito/internal/util/Primitives, net/bytebuddy/description/method/MethodDescription, org/mockito/internal/invocation/MatchersBinder, org/mockito/internal/invocation/TypeSafeMatching, org/mockito/internal/invocation/ArgumentsProcessor, java/util/concurrent/atomic/AtomicInteger, org/mockito/internal/invocation/mockref/MockWeakReference, net/bytebuddy/utility/CompoundList, org/mockito/internal/invocation/MatcherApplicationStrategy, org/mockito/stubbing/OngoingStubbing, java/io/OutputStream, org/mockito/internal/creation/bytebuddy/InlineDelegateByteBuddyMockMaker, org/apache/maven/surefire/api/report/ReportEntry, org/mockito/internal/invocation/mockref/MockReference, java/nio/channels/WritableByteChannel, org/apache/maven/surefire/booter/stream/EventEncoder, org/mockito/internal/handler/InvocationNotifierHandler, org/mockito/invocation/MatchableInvocation, org/junit/runners/model/RunnerScheduler, org/mockito/internal/progress/ArgumentMatcherStorage, org/slf4j/Logger, java/util/concurrent/atomic/AtomicBoolean, org/mockito/internal/util/reflection/GenericMetadataSupport, java/util/Deque, org/apache/maven/surefire/api/util/internal/ImmutableMap, org/mockito/internal/stubbing/answers/DefaultAnswerValidator, org/apache/commons/collections/map/AbstractMapDecorator, net/jadler/KeyValues, java/util/Arrays, java/util/List, org/mockito/Mockito, org/mockito/invocation/Invocation, org/hamcrest/BaseMatcher, org/mockito/internal/configuration/GlobalConfiguration, java/util/Objects, org/mockito/internal/stubbing/InvocationContainerImpl, org/mockito/internal/creation/DelegatingMethod, net/bytebuddy/description/method/ParameterDescription, org/mockito/internal/stubbing/BaseStubbing, org/mockito/internal/invocation/StubInfoImpl, org/mockito/internal/creation/bytebuddy/MockFeatures, org/junit/runner/notification/RunListener, java/util/AbstractList, java/util/concurrent/locks/Lock, net/jadler/JadlerMocker, net/bytebuddy/description/TypeVariableSource, org/apache/maven/surefire/booter/spi/EventChannelEncoder, org/mockito/internal/util/ObjectMethodsGuru, org/mockito/invocation/InvocationOnMock, java/util/Queue, org/apache/maven/surefire/common/junit4/JUnit4RunListener, org/apache/commons/collections/map/MultiValueMap, java/util/HashMap, org/mockito/internal/invocation/MockitoMethod, org/apache/maven/surefire/api/report/SimpleReportEntry, org/mockito/internal/verification/RegisteredInvocations, org/apache/maven/surefire/api/report/TestReportListener, java/util/concurrent/locks/ReadWriteLock, java/util/concurrent/ConcurrentMap, org/mockito/internal/util/Checks, org/mockito/internal/creation/bytebuddy/MockMethodAdvice, org/hamcrest/core/Is, java/util/LinkedList, org/mockito/internal/util/MockCreationValidator, org/mockito/internal/matchers/InstanceOf, java/util/Collection, org/mockito/internal/creation/bytebuddy/ByteBuddyCrossClassLoaderSerializationSupport, org/mockito/internal/util/MockNameImpl, org/mockito/internal/invocation/InterceptedInvocation, org/mockito/internal/matchers/Equality, org/mockito/ArgumentMatchers, java/util/AbstractMap, net/bytebuddy/TypeCache, org/mockito/internal/listeners/StubbingLookupNotifier, org/mockito/internal/exceptions/stacktrace/StackTraceFilter, org/mockito/internal/creation/bytebuddy/MockMethodInterceptor, net/bytebuddy/description/modifier/Visibility, org/mockito/internal/invocation/InvocationMatcher, java/util/LinkedHashMap, org/mockito/internal/stubbing/StubbedInvocationMatcher, org/mockito/internal/creation/SuspendMethod, org/mockito/internal/util/KotlinInlineClassUtil, java/nio/ByteBuffer, org/apache/maven/surefire/api/booter/ForkedProcessEventType, org/mockito/internal/creation/bytebuddy/MockAccess, org/mockito/internal/runners/DefaultInternalRunner, java/util/ArrayList, org/junit/runner/Result, net/bytebuddy/description/method/ParameterList, net/jadler/stubbing/Stubbing, org/apache/maven/surefire/api/util/internal/AbstractNoninterruptibleWritableChannel, org/mockito/mock/MockCreationSettings, net/jadler/stubbing/StubbingFactory, java/util/function/Predicate, net/bytebuddy/matcher/VisibilityMatcher, org/apache/maven/surefire/api/report/RunMode, org/mockito/internal/util/MockUtil, org/mockito/exceptions/stacktrace/StackTraceCleaner, org/mockito/internal/stubbing/ConsecutiveStubbing, org/mockito/mock/MockName, org/hamcrest/Matchers, org/mockito/internal/stubbing/answers/Returns, org/mockito/internal/progress/ThreadSafeMockingProgress, net/bytebuddy/dynamic/scaffold/MethodGraph, org/mockito/internal/creation/bytebuddy/ConstructionCallback, org/mockito/internal/matchers/LocalizedMatcher, org/apache/maven/surefire/api/stream/AbstractStreamEncoder, org/mockito/internal/creation/bytebuddy/TypeCachingBytecodeGenerator, org/junit/internal/runners/model/EachTestNotifier, net/bytebuddy/matcher/MethodSortMatcher, net/bytebuddy/matcher/ElementMatcher, java/util/Iterator, org/mockito/internal/stubbing/answers/InvocationInfo, org/mockito/internal/progress/MockingProgressImpl, org/mockito/stubbing/ValidableAnswer, org/hamcrest/Matcher, net/bytebuddy/utility/Invoker, org/mockito/internal/creation/settings/CreationSettings, java/util/concurrent/ConcurrentLinkedQueue, org/mockito/stubbing/Answer, org/mockito/plugins/MockMaker, org/mockito/internal/configuration/plugins/PluginRegistry, java/util/Map, java/util/LinkedHashSet, org/mockito/internal/debugging/LocationImpl, java/nio/charset/CharsetEncoder, org/mockito/internal/invocation/DefaultInvocationFactory, org/mockito/mock/SerializableMode, org/apache/commons/lang/Validate, org/apache/maven/surefire/api/util/internal/ClassMethod, net/bytebuddy/description/ModifierReviewable, java/util/concurrent/locks/ReentrantLock, org/junit/runner/notification/RunNotifier, org/mockito/internal/progress/ArgumentMatcherStorageImpl, org/mockito/internal/matchers/Equals, java/nio/charset/Charset, org/mockito/internal/handler/MockHandlerImpl, org/mockito/internal/creation/bytebuddy/BytecodeGenerator, java/util/concurrent/atomic/AtomicLong, org/mockito/internal/util/reflection/InstrumentationMemberAccessor, org/mockito/internal/configuration/plugins/Plugins, net/bytebuddy/matcher/ElementMatchers, org/apache/maven/surefire/api/util/internal/TestClassMethodNameUtils, org/apache/maven/surefire/api/booter/MasterProcessChannelEncoder, org/mockito/internal/handler/NullResultGuardian, java/nio/CharBuffer, net/bytebuddy/description/ByteCodeElement, java/util/HashSet, java/util/concurrent/CopyOnWriteArrayList, org/junit/runners/model/FrameworkMethod, org/junit/runners/BlockJUnit4ClassRunner, org/mockito/invocation/MockHandler, org/mockito/internal/handler/MockHandlerFactory, java/util/Stack, org/mockito/plugins/MemberAccessor, org/mockito/internal/stubbing/DoAnswerStyleStubbing, net/jadler/stubbing/HttpStub, org/hamcrest/MatcherAssert, org/mockito/configuration/IMockitoConfiguration, org/mockito/ArgumentMatcher, org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues, java/nio/Buffer, net/jadler/stubbing/StubResponse, org/mockito/internal/creation/MockSettingsImpl, java/util/Set, org/mockito/internal/progress/MockingProgress, org/mockito/internal/verification/DefaultRegisteredInvocations, net/bytebuddy/description/method/MethodList, org/mockito/internal/stubbing/OngoingStubbingImpl, java/util/Collections, net/bytebuddy/matcher/FilterableList, org/mockito/internal/progress/SequenceNumber, org/junit/runners/ParentRunner, net/bytebuddy/utility/dispatcher/JavaDispatcher, org/junit/runner/Description, net/bytebuddy/description/type/TypeDescription, net/bytebuddy/utility/GraalImageCode, net/bytebuddy/description/type/TypeList, org/mockito/internal/MockitoCore, org/mockito/internal/exceptions/stacktrace/DefaultStackTraceCleaner, org/mockito/internal/util/concurrent/WeakConcurrentMap, org/hamcrest/core/IsEqual, org/mockito/internal/invocation/ArgumentMatcherAction, org/junit/runners/model/Statement, net/bytebuddy/description/type/TypeDefinition"
